soru,cevap,dönem
"Semendire'nin fethi ve Sırbistan'ın ilhakı ne zaman gerçekleşti?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Sırbistan hangi yılda kesin olarak Osmanlı toprağı oldu?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Fatih Sultan Mehmed Sırbistan'ı ne zaman ilhak etti?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Semendire'nin alınmasıyla hangi devlet yıkılmış oldu?","1459 yılında Semendire'nin fethi ile Sırbistan tamamen Osmanlı topraklarına katıldı.",yükseliş
"Trabzon Rum İmparatorluğu ne zaman ve kim tarafından sona erdirildi?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"1461 yılında hangi imparatorluk yıkıldı ve hangi bölgeler Osmanlı'ya katıldı?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Trabzon'un fethi hangi padişah döneminde ve hangi yılda oldu?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Fatih Sultan Mehmed Karadeniz'deki hakimiyetini hangi fetihle pekiştirdi?","1461 yılında Fatih Sultan Mehmed Trabzon'u fethederek Trabzon Rum İmparatorluğu'na son verdi ve Batum'a kadar Karadeniz kıyılarını Osmanlı egemenliğine soktu.",yükseliş
"Midilli hangi yılda ve kim tarafından fethedildi?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Fatih Sultan Mehmed Midilli Adası'nı ne zaman aldı?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Midilli'nin fethi hakkında bilgi verir misin?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Ege'de önemli bir ada olan Midilli hangi yıl Osmanlı toprağı oldu?","1462 yılında Midilli'nin fethi gerçekleşti.",yükseliş
"Bosna'nın fethi hangi yılda gerçekleşti?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Fatih Sultan Mehmed Bosna'yı ne zaman fethetti?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Bosna'nın Osmanlı topraklarına katılma tarihi nedir?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Bosna'nın fethi hakkında bilgi verir misin?","1463 yılında I. Bosna seferi ile Bosna fethedildi.",yükseliş
"Kırım Hanlığı ne zaman Osmanlı'ya bağlandı?","1475 yılında Kırım Hanı Mengli Giray Han, Cenevizlilerin elinden kurtarılarak Kırım Hanlığı Osmanlı'ya bağlandı.",yükseliş
"Kırım hangi yılda Osmanlı himayesine girdi?","1475 yılında Kırım Hanı Mengli Giray Han, Cenevizlilerin elinden kurtarılarak Kırım Hanlığı Osmanlı'ya bağlandı.",yükseliş
"Osmanlı himayesindeki Kırım Hanlığı ne zaman kuruldu?","1475 yılında Kırım Hanı Mengli Giray Han, Cenevizlilerin elinden kurtarılarak Kırım Hanlığı Osmanlı'ya bağlandı.",yükseliş
"Kefe'nin fethi ve Kırım'ın bağlanması hangi yılda oldu?","1475 yılında Kırım Hanı Mengli Giray Han, Cenevizlilerin elinden kurtarılarak Kırım Hanlığı Osmanlı'ya bağlandı.",yükseliş
"Otranto Seferi hangi yılda yapıldı ve Osmanlılar İtalya'ya ilk kez ne zaman çıktı?","1480 yılında Otranto Seferi ile Osmanlılar İtalya topraklarına çıktı.",yükseliş
"Fatih Sultan Mehmed'in İtalya seferi ne zaman oldu?","1480 yılında Otranto Seferi ile Osmanlılar İtalya topraklarına çıktı.",yükseliş
"Otranto'nun fethi hangi yılda gerçekleşti?","1480 yılında Otranto Seferi ile Osmanlılar İtalya topraklarına çıktı.",yükseliş
"Osmanlıların İtalya'daki ilk ve tek fetih girişimi nedir?","1480 yılında Otranto Seferi ile Osmanlılar İtalya topraklarına çıktı.",yükseliş
"Cem Sultan İsyanı ne zaman oldu ve hangi savaşta mağlup edildi?","1481 yılında II. Bayezid Yenişehir Muharebesi'nde kardeşi Cem Sultan'ı mağlup etti ve Cem Mısır'a kaçtı.",yükseliş
"II. Bayezid, kardeşi Cem Sultan'ı hangi savaşta yendi?","1481 yılında II. Bayezid Yenişehir Muharebesi'nde kardeşi Cem Sultan'ı mağlup etti ve Cem Mısır'a kaçtı.",yükseliş
"Cem Sultan'ın taht mücadelesi hangi yılda sonuçsuz kaldı?","1481 yılında II. Bayezid Yenişehir Muharebesi'nde kardeşi Cem Sultan'ı mağlup etti ve Cem Mısır'a kaçtı.",yükseliş
"Yenişehir Muharebesi ne zaman yapıldı ve sonucu ne oldu?","1481 yılında II. Bayezid Yenişehir Muharebesi'nde kardeşi Cem Sultan'ı mağlup etti ve Cem Mısır'a kaçtı.",yükseliş
"Kili ve Akkerman hangi yılda fethedildi?","1484 yılında Boğdan Seferi ile Kili ve Akkerman fethedilerek Karadeniz'in batı kıyıları güvence altına alındı.",yükseliş
"II. Bayezid döneminde Karadeniz'de hangi iki önemli kale fethedildi?","1484 yılında Boğdan Seferi ile Kili ve Akkerman fethedilerek Karadeniz'in batı kıyıları güvence altına alındı.",yükseliş
"Kili ve Akkerman'ın fethi hangi yılda ve hangi seferle oldu?","1484 yılında Boğdan Seferi ile Kili ve Akkerman fethedilerek Karadeniz'in batı kıyıları güvence altına alındı.",yükseliş
"Boğdan Seferi sonucunda Osmanlı hangi kaleleri ele geçirdi?","1484 yılında Boğdan Seferi ile Kili ve Akkerman fethedilerek Karadeniz'in batı kıyıları güvence altına alındı.",yükseliş
"1492 yılında İspanya'dan kovulan Yahudiler nereye kabul edildi?","1492 yılında İspanya'dan çıkarılan Yahudiler Osmanlı himayesine kabul edildi.",yükseliş
"Osmanlı Devleti, İspanya'dan kovulan Yahudileri hangi yılda himayesine aldı?","1492 yılında İspanya'dan çıkarılan Yahudiler Osmanlı himayesine kabul edildi.",yükseliş
"Yahudilerin Osmanlı topraklarına kabulü hangi padişah döneminde ve ne zaman oldu?","1492 yılında İspanya'dan çıkarılan Yahudiler Osmanlı himayesine kabul edildi.",yükseliş
"1492'de İspanya'dan kovulan Yahudilere kucak açan devlet hangisidir?","1492 yılında İspanya'dan çıkarılan Yahudiler Osmanlı himayesine kabul edildi.",yükseliş
"Yavuz Sultan Selim ne zaman tahta geçti?","1512 yılında II. Bayezid tahttan çekildi ve Yavuz Sultan Selim tahta geçti.",yükseliş
"II. Bayezid tahtı hangi yılda oğlu Yavuz Sultan Selim'e bıraktı?","1512 yılında II. Bayezid tahttan çekildi ve Yavuz Sultan Selim tahta geçti.",yükseliş
"Yavuz Sultan Selim'in saltanatı hangi yılda başladı?","1512 yılında II. Bayezid tahttan çekildi ve Yavuz Sultan Selim tahta geçti.",yükseliş
"1512 yılında Osmanlı tahtında kim değişti?","1512 yılında II. Bayezid tahttan çekildi ve Yavuz Sultan Selim tahta geçti.",yükseliş
"Çaldıran Zaferi ne zaman kazanıldı ve sonucunda hangi şehre girildi?","1514 yılında Yavuz Sultan Selim, Safevilere karşı Çaldıran Zaferi'ni kazanarak Tebriz'e girdi.",yükseliş
"Yavuz Sultan Selim, Şah İsmail'i hangi savaşta yendi ve hangi şehri ele geçirdi?","1514 yılında Yavuz Sultan Selim, Safevilere karşı Çaldıran Zaferi'ni kazanarak Tebriz'e girdi.",yükseliş
"Çaldıran Muharebesi'nin tarihi ve sonucu nedir?","1514 yılında Yavuz Sultan Selim, Safevilere karşı Çaldıran Zaferi'ni kazanarak Tebriz'e girdi.",yükseliş
"Osmanlı-Safevi ilişkilerini belirleyen ilk büyük savaş hangisidir ve ne zaman olmuştur?","1514 yılında Yavuz Sultan Selim, Safevilere karşı Çaldıran Zaferi'ni kazanarak Tebriz'e girdi.",yükseliş
"Turnadağ Zaferi ile hangi beyliğin ilhakı gerçekleşti ve hangi yılda?","1515 yılında Turnadağ Zaferi ile Dulkadir Beyliği ilhak edildi.",yükseliş
"Yavuz Sultan Selim, Dulkadir Beyliği'ni hangi savaşla topraklarına kattı?","1515 yılında Turnadağ Zaferi ile Dulkadir Beyliği ilhak edildi.",yükseliş
"Turnadağ Muharebesi'nin sonuçları nelerdir?","1515 yılında Turnadağ Zaferi ile Dulkadir Beyliği ilhak edildi.",yükseliş
"Dulkadiroğulları Beyliği ne zaman Osmanlı toprağı oldu?","1515 yılında Turnadağ Zaferi ile Dulkadir Beyliği ilhak edildi.",yükseliş
"Mercidabık Zaferi ne zaman kazanıldı ve hangi bölgeler Osmanlı topraklarına katıldı?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı, Halep ve Suriye Osmanlı topraklarına katıldı.",yükseliş
"Yavuz Sultan Selim, Memlük Devleti'ni hangi savaşta yenerek Suriye'yi fethetti?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı, Halep ve Suriye Osmanlı topraklarına katıldı.",yükseliş
"Mercidabık Muharebesi'nin sonuçları nelerdir?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı, Halep ve Suriye Osmanlı topraklarına katıldı.",yükseliş
"Suriye ve Filistin hangi savaştan sonra Osmanlı toprağı oldu?","1516 yılında Mercidabık Zaferi ile Memlük ordusu yenilgiye uğratıldı, Halep ve Suriye Osmanlı topraklarına katıldı.",yükseliş
"Ridaniye Zaferi ile Mısır ne zaman alındı ve hangi önemli sonuçlar doğdu?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı, halifelik Osmanlı'ya geçti.",yükseliş
"Yavuz Sultan Selim Mısır'ı hangi savaşla fethetti ve hangi kutsal emanetler İstanbul'a getirildi?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı, halifelik Osmanlı'ya geçti.",yükseliş
"Ridaniye Muharebesi'nin Osmanlı tarihi açısından önemi nedir?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı, halifelik Osmanlı'ya geçti.",yükseliş
"Osmanlı Devleti hangi savaştan sonra halife unvanını aldı?","1517 yılında Ridaniye Zaferi ile Mısır alındı; Hicaz Şerifliği ve Yemen Osmanlı'ya bağlandı, halifelik Osmanlı'ya geçti.",yükseliş
"Cezayir ne zaman Osmanlı toprağı oldu?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.",yükseliş
"Barbaros Hayreddin Paşa hangi yılda Cezayir'i Osmanlı'ya bağladı?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.",yükseliş
"Cezayir'in Osmanlı egemenliğine girişi ne zaman oldu?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.",yükseliş
"Kuzey Afrika'da Osmanlı hakimiyeti hangi yıl başladı?","1519 yılında Barbaros Hayreddin Paşa idaresindeki Cezayir Osmanlı'ya iltihak etti.",yükseliş
"Kanuni Sultan Süleyman ne zaman tahta geçti?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.",yükseliş
"Yavuz Sultan Selim'in ölümü ve Kanuni'nin tahta çıkışı hangi yılda oldu?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.",yükseliş
"1520 yılında Osmanlı tahtında kim değişti?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.",yükseliş
"Kanuni Sultan Süleyman'ın saltanatı hangi yılda başladı?","1520 yılında Yavuz Sultan Selim vefat etti ve Kanuni Sultan Süleyman tahta geçti.",yükseliş
"Kanuni Belgrad'ı ne zaman fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.",yükseliş
"Belgrad'ın fethi hangi padişah döneminde ve hangi yılda oldu?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.",yükseliş
"Kanuni Sultan Süleyman Belgrad'ı ne zaman aldı?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.",yükseliş
"Belgrad'ın Osmanlılar tarafından fethi hangi yılda gerçekleşti?","1521 yılında Kanuni Belgrad'ı fethederek Osmanlı sınırlarını Orta Avrupa'ya dayadı.",yükseliş
"Kanuni Rodos'u ne zaman fethetti ve hangi adalar Osmanlı topraklarına katıldı?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.",yükseliş
"Rodos'un fethi hangi yılda ve kim tarafından yapıldı?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.",yükseliş
"On İki Ada hangi yılda Osmanlı egemenliğine girdi?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.",yükseliş
"Kanuni Sultan Süleyman'ın Rodos seferi sonucunda ne oldu?","1522 yılında Kanuni Rodos'u fethederek Bodrum ve On İki Ada'yı Osmanlı topraklarına kattı.",yükseliş
"Mohaç Zaferi ne zaman kazanıldı ve hangi krallık fiilen ortadan kaldırıldı?","1526 yılında Kanuni, Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.",yükseliş
"Kanuni Sultan Süleyman, Macar Krallığı'nı hangi savaşta yıktı?","1526 yılında Kanuni, Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.",yükseliş
"Mohaç Meydan Muharebesi'nin tarihi ve sonucu nedir?","1526 yılında Kanuni, Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.",yükseliş
"Macaristan hangi savaştan sonra Osmanlı egemenliğine girdi?","1526 yılında Kanuni, Macaristan'a karşı Mohaç Zaferi'ni kazanarak Macar Krallığı'nı fiilen ortadan kaldırdı.",yükseliş
"I. Viyana Kuşatması ne zaman yapıldı ve sonucu ne oldu?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.",yükseliş
"Kanuni Sultan Süleyman Viyana'yı ilk ne zaman kuşattı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.",yükseliş
"I. Viyana Kuşatması'nın tarihi ve sonucu hakkında bilgi verir misin?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.",yükseliş
"Viyana ilk kez ne zaman Osmanlılar tarafından kuşatıldı?","1529 yılında Viyana Kuşatması gerçekleştirildi ancak başarısız oldu.",yükseliş
"Preveze Deniz Zaferi ne zaman kazanıldı ve hangi devletlere karşı?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.",yükseliş
"Barbaros Hayreddin Paşa hangi deniz savaşında Andrea Doria komutasındaki Haçlı donanmasını yendi?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.",yükseliş
"Preveze Deniz Muharebesi'nin önemi nedir?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.",yükseliş
"Akdeniz'de Osmanlı üstünlüğünü pekiştiren zafer hangisidir ve ne zaman olmuştur?","1538 yılında Preveze Deniz Zaferi ile Kutsal İttifak donanması ağır yenilgiye uğratıldı.",yükseliş
"Fransızlara ticaret imtiyazları veren ahidname ne zaman imzalandı?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.",yükseliş
"Osmanlı Devleti ilk kapitülasyonları hangi ülkeye ve ne zaman verdi?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.",yükseliş
"Fransa'ya verilen ticaret ayrıcalıkları hangi yılda başladı?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.",yükseliş
"Kanuni Sultan Süleyman döneminde Fransa'ya verilen imtiyazlar hakkında bilgi verir misin?","1536 yılında Fransızlara ticaret imtiyazları veren ahidname imzalandı.",yükseliş
"Amasya Antlaşması ne zaman imzalandı ve hangi iki devlet arasında yapıldı?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.",yükseliş
"Osmanlı-Safevi sınırını belirleyen ilk antlaşma hangisidir ve ne zaman yapılmıştır?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.",yükseliş
"Amasya Antlaşması'nın önemi nedir?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.",yükseliş
"1555 yılında imzalanan ve doğu sınırını çizen antlaşma hangisidir?","1555 yılında Osmanlı ile Safevi Devleti arasında Amasya Antlaşması imzalandı ve doğu sınırı belirlendi.",yükseliş
"Sokullu Mehmed Paşa'nın Astrahan Seferi nasıl sonuçlandı ve hangi yılda?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.",duraklama
"Osmanlıların Astrahan seferi hakkında bilgi verir misin?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.",duraklama
"Don-Volga Kanal Projesi hangi yılda başarısız oldu?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.",duraklama
"Astrahan'ı alma girişimi ne zaman yapıldı ve sonucu ne oldu?","1569 yılında Sokollu Mehmed Paşa'nın Astrahan Seferi başarısız oldu ve Don-Volga Kanal Projesi terk edildi.",duraklama
"İnebahtı Deniz Muharebesi'nde ne oldu ve hangi yılda?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.",duraklama
"Osmanlı donanmasının İnebahtı'da yenilmesi hakkında bilgi verir misin?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.",duraklama
"İnebahtı hezimeti hangi yılda gerçekleşti?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.",duraklama
"1571 yılında Akdeniz'de Osmanlı hangi büyük yenilgiyi yaşadı?","1571 yılında İnebahtı Deniz Muharebesi'nde Osmanlı donanması ağır bir yenilgi aldı.",duraklama
"Kıbrıs hangi yılda fethedildi ve hangi padişah döneminde?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).",duraklama
"Kıbrıs Seferi ne zaman başladı ve sonuçlandı?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).",duraklama
"Kıbrıs'ın fethi hangi yılda tamamlandı?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).",duraklama
"Lefkoşa ve Mağusa'nın fethi ile Kıbrıs ne zaman Osmanlı toprağı oldu?","1571 yılında Kıbrıs'ın fethi tamamlandı (Mağusa'nın düşüşü).",duraklama
"1580 yılında İstanbul Rasathanesi'ne ne oldu?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.",duraklama
"Takiyüddin'in rasathanesi hangi yılda yıkıldı ve neden?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.",duraklama
"Osmanlı'da bilim kurumlarının akıbeti hakkında bilgi verir misin?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.",duraklama
"Takiyüddin'in rasathanesi neden ve ne zaman yıktırıldı?","1580 yılında İstanbul Rasathanesi donanmayla topa tutularak yıktırıldı.",duraklama
"Köprülü Mehmed Paşa hangi göreve getirilerek Köprülüler Devri'ni başlattı ve hangi yılda?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.",duraklama
"Köprülü Mehmed Paşa ne zaman sadrazam oldu?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.",duraklama
"Osmanlı'da merkezi otoritenin yeniden tesis edilmesinde rol oynayan aile hangisidir?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.",duraklama
"Köprülüler Devri ne zaman başladı?","1656 yılında Köprülü Mehmed Paşa sadrazamlığa getirilerek Köprülüler Devri başladı.",duraklama
"Girit'in fethi hangi yılda tamamlandı?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.",duraklama
"Girit ne zaman kesin olarak Osmanlı toprağı oldu?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.",duraklama
"Kandiye'nin fethi ile Girit'in fethi ne zaman tamamlandı?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.",duraklama
"1645-1669 Osmanlı-Venedik Savaşı hangi kalenin düşmesiyle sona erdi?","1669 yılında Kandiye'nin alınmasıyla Girit tamamen Osmanlı hakimiyetine girdi.",duraklama
"II. Viyana Kuşatması hangi yılda yapıldı ve nasıl sonuçlandı?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.",duraklama
"Osmanlı'nın Viyana'yı ikinci kez kuşatması hangi yılda oldu ve sonuçları nelerdir?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.",duraklama
"Merzifonlu Kara Mustafa Paşa'nın Viyana seferi ne zaman yapıldı ve nasıl bitti?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.",duraklama
"1683 Viyana Bozgunu Osmanlı için neden bir dönüm noktasıdır?","1683 yılında II. Viyana Kuşatması başarısız oldu ve Osmanlı ordusu ağır yenilgi aldı; bu olay Kutsal İttifak Savaşları'nı başlattı.",duraklama
"Karlofça Antlaşması ne zaman imzalandı ve hangi topraklar kaybedildi?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya, Podolya Lehistan'a, Mora Venedik'e kaybedildi.",duraklama
"Osmanlı'nın ilk büyük toprak kaybı hangi antlaşma ile oldu ve hangi yılda?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya, Podolya Lehistan'a, Mora Venedik'e kaybedildi.",duraklama
"Karlofça Antlaşması'nın Osmanlı İmparatorluğu için sonuçları nelerdir?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya, Podolya Lehistan'a, Mora Venedik'e kaybedildi.",duraklama
"1699 yılında imzalanan ve Osmanlı'nın gerilemesini resmen başlatan antlaşma hangisidir?","1699 yılında Karlofça Antlaşması ile Macaristan Avusturya'ya, Podolya Lehistan'a, Mora Venedik'e kaybedildi.",duraklama
"Lale Devri hangi padişah döneminde ve hangi antlaşmadan sonra başladı?","1718 yılında Pasarofça Antlaşması'ndan sonra III. Ahmed döneminde Lale Devri başladı.",gerileme
"Pasarofça Antlaşması ne zaman imzalandı ve hangi dönemi başlattı?","1718 yılında Pasarofça Antlaşması ile Banat, Sırbistan'ın kuzeyi ve Eflak'ın batısı Avusturya'ya kaybedildi; bu antlaşma Lale Devri'ni başlattı.",gerileme
"1718'de imzalanan ve Osmanlı'yı Batı'ya yaklaştıran antlaşma hangisidir?","1718 yılında Pasarofça Antlaşması ile Banat, Sırbistan'ın kuzeyi ve Eflak'ın batısı Avusturya'ya kaybedildi; bu antlaşma Lale Devri'ni başlattı.",gerileme
"Lale Devri'nin başlangıcı olarak kabul edilen antlaşma nedir ve hangi yılda imzalanmıştır?","1718 yılında Pasarofça Antlaşması ile Banat, Sırbistan'ın kuzeyi ve Eflak'ın batısı Avusturya'ya kaybedildi; bu antlaşma Lale Devri'ni başlattı.",gerileme
"İbrahim Müteferrika tarafından ilk Türk matbaası ne zaman kuruldu?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).",gerileme
"Osmanlı'da matbaanın kuruluşu hakkında bilgi verir misin?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).",gerileme
"İlk Müslüman Türk matbaasını kim kurdu ve hangi yılda?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).",gerileme
"Matbaa Osmanlı'ya ne zaman ve kim tarafından getirildi?","1726 yılında İbrahim Müteferrika tarafından ilk Türk matbaası kuruldu (ilk kitap 1729'da basıldı).",gerileme
"Patrona Halil İsyanı hangi yılda oldu ve hangi padişah tahttan indirildi?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.",gerileme
"Lale Devri'nin sonu hangi isyanla geldi ve hangi padişah devrildi?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.",gerileme
"1730 yılında Patrona Halil İsyanı sonucunda ne oldu?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.",gerileme
"Patrona Halil İsyanı'nın sonuçları hakkında bilgi verir misin?","1730 yılında Patrona Halil İsyanı ile III. Ahmed tahttan indirildi ve Lale Devri sona erdi.",gerileme
